ID,Prob1
293, 0.13
294, 0.20
295, 0.69
296, 0.20
297, 0.44
298, 0.64
299, 0.22
300, 0.15
301, 0.19
302, 0.69
303, 0.55
304, 0.01
305, 0.01
306, 0.05
307, 0.30
308, 0.17
309, 0.39
310, 0.08
311, 0.43
312, 0.24
313, 0.09
314, 0.71
315, 0.54
316, 0.80
317, 0.09
318, 0.27
319, 0.35
320, 0.21
321, 0.48
322, 0.14
323, 0.57
324, 0.15
325, 0.16
326, 0.46
327, 0.18
328, 0.31
329, 0.46
330, 0.77
331, 0.11
332, 0.60
333, 0.14
334, 0.47
335, 0.28
336, 0.20
337, 0.51
338, 0.35
339, 0.29
340, 0.56
341, 0.25
342, 0.14
343, 0.55
344, 0.01
345, 0.43
346, 0.16
347, 0.01
348, 0.28
349, 0.01
350, 0.03
351, 0.48
352, 0.18
353, 0.12
354, 0.21
355, 0.23
356, 0.38
357, 0.35
358, 0.59
359, 0.22
360, 0.25
361, 0.38
362, 0.35
363, 0.15
364, 0.07
365, 0.75
366, 0.24
367, 0.34
368, 0.74
369, 0.59
370, 0.27
371, 0.06
372, 0.54
373, 0.43
374, 0.59
375, 0.32
376, 0.78
377, 0.38
378, 0.76
379, 0.13
380, 0.68
381, 0.32
382, 0.26
383, 0.40
384, 0.36
385, 0.27
386, 0.42
387, 0.35
388, 0.06
389, 0.71
390, 0.47
391, 0.12
392, 0.53
393, 0.58
394, 0.57
395, 0.12
396, 0.21
397, 0.22
398, 0.39
399, 0.26
400, 0.09
401, 0.32
402, 0.37
403, 0.12
404, 0.42
405, 0.20
406, 0.31
407, 0.05
408, 0.10
409, 0.10
410, 0.07
411, 0.41
412, 0.54
413, 0.41
414, 0.10
415, 0.04
416, 0.26
417, 0.21
418, 0.11
419, 0.04
420, 0.48
421, 0.62
422, 0.39
423, 0.49
424, 0.41
425, 0.39
426, 0.30
427, 0.32
428, 0.42
429, 0.81
430, 0.38
431, 0.79
432, 0.20
433, 0.42
434, 0.04
435, 0.18
436, 0.53
437, 0.29
438, 0.34
439, 0.28
440, 0.06
441, 0.21
442, 0.36
443, 0.46
444, 0.46
445, 0.33
446, 0.29
447, 0.42
448, 0.11
449, 0.33
450, 0.86
451, 0.06
452, 0.14
453, 0.76
454, 0.38
455, 0.72
456, 0.49
457, 0.40
458, 0.18
459, 0.15
460, 0.15
461, 0.20
462, 0.08
463, 0.86
464, 0.03
465, 0.17
466, 0.87
467, 0.50
468, 0.22
469, 0.64
470, 0.42
471, 0.12
472, 0.25
473, 0.40
474, 0.14
475, 0.31
476, 0.08
477, 0.03
478, 0.26
479, 0.39
480, 0.29
481, 0.01
482, 0.07
483, 0.31
484, 0.96
485, 0.66
486, 0.34
487, 0.39
488, 0.58
489, 0.40
490, 0.05
491, 0.35
492, 0.12
493, 0.21
494, 0.14
495, 0.44
496, 0.63
497, 0.10
498, 0.69
499, 0.10
500, 0.30
501, 0.33
502, 0.88
503, 0.16
504, 0.20
505, 0.92
506, 0.21
507, 0.89
508, 0.14
509, 0.15
510, 0.47
511, 0.38
512, 0.09
513, 0.78
514, 0.60
515, 0.10
516, 0.14
517, 0.60
518, 0.44
519, 0.05
520, 0.25
521, 0.67
522, 0.18
523, 0.64
524, 0.47
525, 0.22
526, 0.82
527, 0.30
528, 0.16
529, 0.22
530, 0.12
531, 0.00
532, 0.07
533, 0.21
534, 0.57
535, 0.41
536, 0.31
537, 0.13
538, 0.18
539, 0.44
540, 0.29
541, 0.23
542, 0.19
543, 0.70
544, 0.71
545, 0.87
546, 0.14
547, 0.16
548, 0.46
549, 0.30
550, 0.08
551, 0.16
552, 0.22
553, 0.64
554, 0.27
555, 0.15
556, 0.40
557, 0.40
558, 0.30
559, 0.91
560, 0.31
561, 0.09
562, 0.43
563, 0.26
564, 0.22
565, 0.20
566, 0.30
567, 0.22
568, 0.41
569, 0.91
570, 0.12
571, 0.94
572, 0.01
573, 0.26
574, 0.46
575, 0.57
576, 0.53
577, 0.00
578, 0.10
579, 0.42
580, 0.41
581, 0.42
582, 0.25
583, 0.23
584, 0.30
585, 0.17
586, 0.07
587, 0.21
588, 0.72
589, 0.71
590, 0.68
591, 0.25
592, 0.08
593, 0.47
594, 0.75
595, 0.02
596, 0.29
597, 0.40
598, 0.13
599, 0.80
600, 0.40
601, 0.54
602, 0.37
603, 0.23
604, 0.42
605, 0.19
606, 0.04
607, 0.07
608, 0.28
609, 0.58
610, 0.45
611, 0.24
612, 0.52
613, 0.29
614, 0.38
615, 0.39
616, 0.19
617, 0.49
618, 0.83
619, 0.03
620, 0.25
621, 0.33
622, 0.71
623, 0.49
624, 0.14
625, 0.28
626, 0.00
627, 0.48
628, 0.10
629, 0.37
630, 0.08
631, 0.49
632, 0.65
633, 0.45
634, 0.52
635, 0.58
636, 0.69
637, 0.50
638, 0.02
639, 0.32
640, 0.11
641, 0.42
642, 0.17
643, 0.23
644, 0.06
645, 0.29
646, 0.65
647, 0.31
648, 0.08
649, 0.22
650, 0.54
651, 0.18
652, 0.38
653, 0.26
654, 0.62
655, 0.34
656, 0.34
657, 0.52
658, 0.01
659, 0.69
660, 0.95
661, 0.09
662, 0.24
663, 0.00
664, 0.50
665, 0.22
666, 0.46
667, 0.21
668, 0.26
669, 0.46
670, 0.10
671, 0.42
672, 0.21
673, 0.64
674, 0.81
675, 0.38
676, 0.53
677, 0.15
678, 0.05
679, 0.36
680, 0.34
681, 0.40
682, 0.23
683, 0.71
684, 0.06
685, 0.52
686, 0.18
687, 0.01
688, 0.50
689, 0.02
690, 0.13
691, 0.77
692, 0.08
693, 0.27
694, 0.70
695, 0.17
696, 0.21
697, 0.24
698, 0.88
699, 0.05
700, 0.18
701, 0.45
702, 0.70
703, 0.34
704, 0.49
705, 0.39
706, 0.42
707, 0.21
708, 0.48
709, 0.13
710, 0.52
711, 0.29
712, 0.11
713, 0.34
714, 0.03
715, 0.38
716, 0.80
717, 0.59
718, 0.48
719, 0.70
720, 0.51
721, 0.03
722, 0.28
723, 0.23
724, 0.02
725, 0.16
726, 0.71
727, 0.27
728, 0.35
729, 0.02
730, 0.19
731, 0.76
732, 0.55
733, 0.13
734, 0.51
735, 0.48
736, 0.05
737, 0.21
738, 0.55
739, 0.66
740, 0.20
741, 0.17
742, 0.53
743, 0.55
744, 0.29
745, 0.49
746, 0.80
747, 0.50
748, 0.61
749, 0.13
750, 0.03
751, 0.26
752, 0.19
753, 0.14
754, 0.09
755, 0.63
756, 0.58
757, 0.78
758, 0.49
759, 0.13
760, 0.58
761, 0.04
762, 0.09
763, 0.48
764, 0.23
765, 0.22
766, 0.79
767, 0.17
768, 0.37
769, 0.33
770, 0.28
771, 0.40
772, 0.23
773, 0.09
774, 0.34
775, 0.20
776, 0.68
777, 0.45
778, 0.22
779, 0.09
780, 0.74
781, 0.62
782, 0.10
783, 0.60
784, 0.29
785, 0.52
786, 0.58
787, 0.12
788, 0.05
789, 0.19
790, 0.10
791, 0.31
792, 0.05
793, 0.58
794, 0.49
795, 0.12
796, 0.10
797, 0.24
798, 0.09
799, 0.42
800, 0.48
801, 0.14
802, 0.69
803, 0.11
804, 0.78
805, 0.36
806, 0.35
807, 0.40
808, 0.21
809, 0.38
810, 0.43
811, 0.52
812, 0.34
813, 0.18
814, 0.35
815, 0.15
816, 0.25
817, 0.05
818, 0.55
819, 0.10
820, 0.72
821, 0.02
822, 0.06
823, 0.05
824, 0.22
825, 0.16
826, 0.18
827, 0.14
828, 0.67
829, 0.38
830, 0.15
831, 0.22
832, 0.63
833, 0.20
834, 0.61
835, 0.37
836, 0.04
837, 0.15
838, 0.18
839, 0.11
840, 0.29
841, 0.33
842, 0.01
843, 0.05
844, 0.44
845, 0.69
846, 0.18
847, 0.26
848, 0.22
849, 0.05
850, 0.50
851, 0.22
852, 0.31
853, 0.12
854, 0.17
855, 0.12
856, 0.33
857, 0.33
858, 0.34
859, 0.08
860, 0.13
861, 0.14
862, 0.71
863, 0.05
864, 0.18
865, 0.18
866, 0.09
867, 0.04
868, 0.12
869, 0.13
870, 0.07
871, 0.14
872, 0.98
873, 0.66
874, 0.59
875, 0.26
876, 0.27
877, 0.45
878, 0.33
879, 0.52
880, 0.49
881, 0.65
882, 0.44
883, 0.18
884, 0.24
885, 0.93
886, 0.44
887, 0.02
888, 0.96
889, 0.58
890, 1.00
891, 0.06
892, 0.04
893, 0.04
894, 0.03
895, 0.81
896, 0.44
897, 0.22
898, 0.59
899, 0.36
900, 0.40
901, 0.60
902, 0.02
903, 0.79
904, 0.51
905, 0.20
906, 0.75
907, 0.85
908, 0.22
909, 0.36
910, 0.54
911, 0.19
912, 0.34
913, 0.85
914, 0.63
915, 0.26
916, 0.67
917, 0.22
918, 0.13
919, 0.27
920, 0.42
921, 0.13
922, 0.52
923, 0.03
924, 0.46
925, 0.08
926, 0.01
927, 0.34
928, 0.22
929, 0.19
930, 0.13
931, 0.20
932, 0.63
933, 0.22
934, 0.39
935, 0.25
936, 0.36
937, 0.37
938, 0.57
939, 0.39
940, 0.73
941, 0.52
942, 0.19
943, 0.37
944, 0.02
945, 0.22
946, 0.61
947, 0.61
948, 0.85
949, 0.08
950, 0.65
951, 0.43
952, 0.82
953, 0.23
954, 0.00
955, 0.88
956, 0.24
957, 0.62
958, 0.37
959, 0.19
960, 0.52
961, 0.17
962, 0.26
963, 0.04
964, 0.57
965, 0.21
966, 0.77
967, 0.82
968, 0.18
969, 0.31
970, 0.00
971, 0.35
972, 0.07
973, 0.28
974, 0.43
975, 0.20
976, 0.38
977, 0.28
978, 0.35
979, 0.69
980, 0.27
981, 0.14
982, 0.39
983, 0.64
984, 0.02
985, 0.52
986, 0.30
987, 0.25
988, 0.83
989, 0.54
990, 0.94
991, 0.05
992, 0.49
993, 0.74
994, 0.31
995, 0.01
996, 0.14
997, 0.03
998, 0.61
999, 0.22
1000, 0.03
1001, 0.46
1002, 0.75
1003, 0.46
1004, 0.08
1005, 0.69
1006, 0.05
1007, 0.57
1008, 0.09
1009, 0.05
1010, 0.72
1011, 0.08
1012, 0.35
1013, 0.32
1014, 0.48
1015, 0.23
1016, 0.12
1017, 0.04
1018, 0.30
1019, 0.71
1020, 0.09
1021, 0.57
1022, 0.83
1023, 0.08
1024, 0.49
1025, 0.09
1026, 0.94
1027, 0.97
1028, 0.05
1029, 0.12
1030, 0.62
1031, 0.82
1032, 0.82
1033, 0.23
1034, 0.09
1035, 0.49
1036, 0.11
1037, 0.13
1038, 0.25
1039, 0.18
1040, 0.20
1041, 0.30
1042, 0.04
1043, 0.07
1044, 0.88
1045, 0.04
1046, 0.31
1047, 0.37
1048, 0.24
1049, 0.26
1050, 0.48
1051, 0.00
1052, 0.15
1053, 0.28
1054, 0.52
1055, 0.22
1056, 0.76
1057, 0.10
1058, 0.32
1059, 0.21
1060, 0.51
1061, 0.15
1062, 0.56
1063, 0.31
1064, 0.08
1065, 0.17
1066, 0.46
1067, 0.04
1068, 0.28
1069, 0.96
1070, 0.03
1071, 0.59
1072, 0.03
1073, 0.69
1074, 0.75
1075, 0.31
1076, 0.14
1077, 0.47
1078, 0.72
1079, 0.41
1080, 0.21
1081, 0.90
1082, 0.82
1083, 0.30
1084, 0.76
1085, 0.08
1086, 0.39
1087, 0.10
1088, 0.89
1089, 0.09
1090, 0.21
1091, 0.72
1092, 0.78
1093, 0.58
1094, 0.04
1095, 0.59
1096, 0.20
1097, 0.20
1098, 0.27
1099, 0.18
1100, 0.04
1101, 0.01
1102, 0.15
1103, 0.46
1104, 0.73
1105, 0.57
1106, 0.16
1107, 0.20
1108, 0.35
1109, 0.53
1110, 0.80
1111, 0.75
1112, 0.37
1113, 0.65
1114, 0.06
1115, 0.10
1116, 0.25
1117, 0.33
1118, 0.09
1119, 0.27
1120, 0.26
1121, 0.59
1122, 0.16
1123, 0.47
1124, 0.07
1125, 0.44
1126, 0.18
1127, 0.01
1128, 0.49
1129, 0.55
1130, 0.12
1131, 0.48
1132, 0.10
1133, 0.09
1134, 0.04
1135, 0.10
1136, 0.74
1137, 0.08
1138, 0.61
1139, 0.11
1140, 0.37
1141, 0.17
1142, 0.23
1143, 0.31
1144, 0.51
1145, 0.53
1146, 0.72
1147, 0.18
1148, 0.63
1149, 0.11
1150, 0.42
1151, 0.24
1152, 0.09
1153, 0.26
1154, 0.55
1155, 0.66
1156, 0.81
1157, 0.01
1158, 0.19
1159, 0.35
1160, 0.33
1161, 0.26
1162, 0.26
1163, 0.69
1164, 0.02
1165, 0.31
1166, 0.44
1167, 0.04
1168, 0.23
1169, 0.29
1170, 0.08
1171, 0.08
1172, 0.48
1173, 0.13
1174, 0.29
1175, 0.18
1176, 0.05
1177, 0.01
1178, 0.33
1179, 0.09
1180, 0.46
1181, 0.18
1182, 0.05
1183, 0.12
1184, 0.27
1185, 0.77
1186, 0.79
1187, 0.50
1188, 0.06
1189, 0.92
1190, 0.15
1191, 0.49
1192, 0.07
1193, 0.18
1194, 0.02
1195, 0.45
1196, 0.12
1197, 0.75
1198, 0.04
1199, 0.20
1200, 0.58
1201, 0.72
1202, 0.32
1203, 0.12
1204, 0.21
1205, 0.62
1206, 0.32
1207, 0.60
1208, 0.02
1209, 0.10
1210, 0.39
1211, 0.27
1212, 0.33
1213, 0.02
1214, 0.49
1215, 0.83
1216, 0.11
1217, 0.60
1218, 0.26
1219, 0.85
1220, 0.37
1221, 0.07
1222, 0.32
1223, 0.33
1224, 0.47
1225, 0.84
1226, 0.21
1227, 0.28
1228, 0.60
1229, 0.58
1230, 0.56
1231, 0.33
1232, 0.34
1233, 0.20
1234, 0.16
1235, 0.12
1236, 0.42
1237, 0.82
1238, 0.12
1239, 0.41
1240, 0.57
1241, 0.11
1242, 0.62
1243, 0.37
1244, 0.32
1245, 0.85
1246, 0.32
1247, 0.28
1248, 0.07
1249, 0.19
1250, 0.10
1251, 0.26
1252, 0.25
1253, 0.45
1254, 0.00
1255, 0.14
1256, 0.08
1257, 0.49
1258, 0.65
1259, 0.87
1260, 0.02
1261, 0.25
1262, 0.46
1263, 0.94
1264, 0.20
1265, 0.12
1266, 0.45
1267, 0.20
1268, 0.09
1269, 0.28
1270, 0.62
1271, 0.79
1272, 0.40
1273, 0.23
1274, 0.44
1275, 0.27
1276, 0.11
1277, 0.15
1278, 0.47
1279, 0.30
1280, 0.16
1281, 0.38
1282, 0.14
1283, 0.24
1284, 0.61
1285, 0.43
1286, 0.47
1287, 0.25
1288, 0.55
1289, 0.09
1290, 0.76
1291, 0.27
1292, 0.02
1293, 0.14
1294, 0.59
1295, 0.64
1296, 0.57
1297, 0.29
1298, 0.44
1299, 0.05
1300, 0.04
1301, 0.65
1302, 0.31
1303, 0.09
1304, 0.70
1305, 0.05
1306, 0.25
1307, 0.21
1308, 0.42
1309, 0.28
1310, 0.07
1311, 0.50
1312, 0.49
1313, 0.32
1314, 0.38
1315, 0.46
1316, 0.44
1317, 0.12
1318, 0.07
1319, 0.09
1320, 0.12
1321, 0.13
1322, 0.17
1323, 0.76
1324, 0.51
1325, 0.27
1326, 0.34
1327, 0.74
1328, 0.59
1329, 0.26
1330, 0.56
1331, 0.50
1332, 0.44
1333, 0.04
1334, 0.02
1335, 0.74
1336, 0.22
1337, 0.31
1338, 0.21
1339, 0.73
1340, 0.12
1341, 0.06
1342, 0.21
1343, 0.89
1344, 0.38
1345, 0.40
1346, 0.25
1347, 0.61
1348, 0.23
1349, 0.18
1350, 0.03
1351, 0.61
1352, 0.87
1353, 0.21
1354, 0.92
1355, 0.00
1356, 0.48
1357, 0.21
1358, 0.08
1359, 0.11
1360, 0.33
1361, 0.22
1362, 0.42
1363, 0.02
1364, 0.48
1365, 0.02
1366, 0.17
1367, 0.12
1368, 0.57
1369, 0.26
1370, 0.65
1371, 0.53
1372, 0.05
1373, 0.15
1374, 0.18
1375, 0.48
1376, 0.44
1377, 0.25
1378, 0.06
1379, 0.42
1380, 0.10
1381, 0.27
1382, 0.44
1383, 0.75
1384, 0.17
1385, 0.76
1386, 0.58
1387, 0.20
1388, 0.09
1389, 0.46
1390, 0.13
1391, 0.35
1392, 0.54
1393, 0.45
1394, 0.02
1395, 0.13
1396, 0.94
1397, 0.28
1398, 0.23
1399, 0.53
1400, 0.73
1401, 0.45
1402, 0.40
1403, 0.47
1404, 0.56
1405, 0.53
1406, 0.44
1407, 0.93
1408, 0.37
1409, 0.57
1410, 0.45
1411, 0.01
1412, 0.05
1413, 0.05
1414, 0.06
1415, 0.02
1416, 0.15
1417, 0.02
1418, 0.68
1419, 0.85
1420, 0.60
1421, 0.36
1422, 0.59
1423, 0.06
1424, 0.10
1425, 0.14
1426, 0.00
1427, 0.68
1428, 0.19
1429, 0.47
1430, 0.40
1431, 0.44
1432, 0.26
1433, 0.32
1434, 0.43
1435, 0.67
1436, 0.50
1437, 0.48
1438, 0.20
1439, 0.25
1440, 0.01
1441, 0.73
1442, 0.40
1443, 0.34
1444, 0.30
1445, 0.11
1446, 0.26
1447, 0.33
1448, 0.43
1449, 0.31
1450, 0.05
1451, 0.49
1452, 0.19
1453, 0.13
1454, 0.96
1455, 0.06
1456, 0.51
1457, 0.40
1458, 0.24
1459, 0.25
1460, 0.12
1461, 0.08
1462, 0.68
1463, 0.09
1464, 0.24
1465, 0.42
1466, 0.17
1467, 0.04
1468, 0.08
1469, 0.04
1470, 0.66
1471, 0.11
1472, 0.10
1473, 0.12
1474, 0.58
1475, 0.91
1476, 0.31
1477, 0.04
1478, 0.08
1479, 0.06
1480, 0.79
1481, 0.65
1482, 0.31
1483, 0.99
1484, 0.59
1485, 0.28
1486, 0.08
1487, 0.44
1488, 0.02
1489, 0.40
1490, 0.61
1491, 0.32
1492, 0.67
1493, 0.18
1494, 0.90
1495, 0.59
1496, 0.03
1497, 0.34
1498, 0.28
1499, 0.04
1500, 0.63
1501, 0.87
1502, 0.22
1503, 0.63
1504, 0.08
1505, 0.17
1506, 0.24
1507, 0.13
1508, 0.64
1509, 0.66
1510, 0.43
1511, 0.42
1512, 0.59
1513, 0.85
1514, 0.10
1515, 0.21
1516, 0.16
1517, 0.01
1518, 0.00
1519, 0.24
1520, 0.14
1521, 0.01
1522, 0.15
1523, 0.30
1524, 0.00
1525, 0.74
1526, 0.21
1527, 0.11
1528, 0.29
1529, 0.88
1530, 0.46
1531, 0.52
1532, 0.40
1533, 0.58
1534, 0.26
1535, 0.07
1536, 0.86
1537, 0.16
1538, 0.12
1539, 0.26
1540, 0.09
1541, 0.24
1542, 0.13
1543, 0.27
1544, 0.42
1545, 0.09
1546, 0.43
1547, 0.18
1548, 0.63
1549, 0.08
1550, 0.57
1551, 0.11
1552, 0.35
1553, 0.14
1554, 0.31
1555, 0.25
1556, 0.29
1557, 0.06
1558, 0.07
1559, 0.19
1560, 0.08
1561, 0.06
1562, 0.11
1563, 0.05
1564, 0.07
1565, 0.03
1566, 0.02
1567, 0.12
1568, 0.59
1569, 0.42
1570, 0.38
1571, 0.06
1572, 0.03
1573, 0.14
1574, 0.52
1575, 0.03
1576, 0.11
1577, 0.12
1578, 0.17
1579, 0.25
1580, 0.36
1581, 0.40
1582, 0.25
1583, 0.10
1584, 0.30
1585, 0.81
1586, 0.12
1587, 0.05
1588, 0.50
1589, 0.87
1590, 0.19
1591, 0.00
1592, 0.09
1593, 0.01
1594, 0.11
1595, 0.42
1596, 0.71
1597, 0.08
1598, 0.25
1599, 0.49
1600, 0.31
1601, 0.64
1602, 0.57
1603, 0.54
1604, 0.31
1605, 0.03
1606, 0.46
1607, 0.32
1608, 0.06
1609, 0.00
1610, 0.70
1611, 0.40
1612, 0.23
1613, 0.36
1614, 0.29
1615, 0.68
1616, 1.00
1617, 0.58
1618, 0.64
1619, 0.17
1620, 0.17
1621, 0.54
1622, 0.32
1623, 0.31
1624, 0.02
1625, 0.35
1626, 0.38
1627, 0.11
1628, 0.00
1629, 0.07
1630, 0.00
1631, 0.34
1632, 0.07
1633, 0.53
1634, 0.23
1635, 0.42
1636, 0.09
1637, 0.54
1638, 0.22
1639, 0.23
1640, 0.27
1641, 0.75
1642, 0.23
1643, 0.21
1644, 0.90
1645, 0.47
1646, 0.54
1647, 0.45
1648, 0.74
1649, 0.32
1650, 0.47
1651, 0.01
1652, 0.44
1653, 0.82
1654, 0.77
1655, 0.38
1656, 0.16
1657, 0.42
1658, 0.10
1659, 0.71
1660, 0.04
1661, 0.18
1662, 0.37
1663, 0.13
1664, 0.89
1665, 0.59
1666, 0.08
1667, 0.61
1668, 0.53
1669, 0.87
1670, 0.02
1671, 0.19
1672, 0.50
1673, 0.81
1674, 0.11
1675, 0.86
1676, 0.21
1677, 0.91
1678, 0.52
1679, 0.30
1680, 0.25
1681, 0.01
1682, 0.59
1683, 0.36
1684, 0.03
1685, 0.95
1686, 0.81
1687, 0.15
1688, 0.59
1689, 0.04
1690, 0.40
1691, 0.09
1692, 0.49
1693, 0.74
1694, 0.23
1695, 0.58
1696, 0.56
1697, 0.17
1698, 0.40
1699, 0.05
1700, 0.11
1701, 0.31
1702, 0.37
1703, 0.28
1704, 0.66
1705, 0.48
1706, 0.56
1707, 0.46
1708, 0.07
1709, 0.08
1710, 0.66
1711, 0.74
1712, 0.88
1713, 0.67
1714, 0.21
1715, 0.09
1716, 0.70
1717, 0.75
1718, 0.48
1719, 0.27
1720, 0.10
1721, 0.12
1722, 0.57
1723, 0.24
1724, 0.20
1725, 0.61
1726, 0.01
1727, 0.75
1728, 0.14
1729, 0.73
1730, 0.40
1731, 0.38
1732, 0.02
1733, 0.16
1734, 0.70
1735, 0.70
1736, 0.29
1737, 0.71
1738, 0.28
1739, 0.93
1740, 0.37
1741, 0.10
1742, 0.53
1743, 0.09
1744, 0.62
1745, 0.23
1746, 0.10
1747, 0.57
1748, 0.09
1749, 1.00
1750, 0.35
1751, 0.37
1752, 0.32
1753, 0.26
1754, 0.46
1755, 0.82
1756, 0.47
1757, 0.31
1758, 0.40
1759, 0.47
1760, 0.03
1761, 0.11
1762, 0.04
1763, 0.24
1764, 0.75
1765, 0.07
1766, 0.65
1767, 0.14
1768, 0.14
1769, 0.33
1770, 0.26
1771, 0.96
1772, 0.06
1773, 0.26
1774, 0.44
1775, 0.34
1776, 0.19
1777, 0.31
1778, 0.15
1779, 0.13
1780, 0.70
1781, 0.17
1782, 0.30
1783, 0.15
1784, 0.30
1785, 0.69
1786, 0.02
1787, 0.12
1788, 0.41
1789, 0.64
1790, 0.29
1791, 0.37
1792, 0.31
1793, 0.07
1794, 0.22
1795, 0.01
1796, 0.58
1797, 0.46
1798, 0.20
1799, 0.53
1800, 0.16
1801, 0.17
1802, 0.93
1803, 0.97
1804, 0.02
1805, 0.54
1806, 0.25
1807, 0.07
1808, 0.14
1809, 0.52
1810, 0.27
1811, 0.58
1812, 0.29
1813, 0.16
1814, 0.47
1815, 0.10
1816, 0.04
1817, 0.67
1818, 0.48
1819, 0.30
1820, 0.26
1821, 0.30
1822, 0.30
1823, 0.09
1824, 0.25
1825, 0.51
1826, 0.47
1827, 0.35
1828, 0.21
1829, 0.07
1830, 0.41
1831, 0.13
1832, 0.25
1833, 0.28
1834, 0.08
1835, 0.05
1836, 0.71
1837, 0.24
1838, 0.39
1839, 0.61
1840, 0.27
1841, 0.45
1842, 0.15
1843, 0.86
1844, 0.27
1845, 0.62
1846, 0.19
1847, 0.27
1848, 0.76
1849, 0.19
1850, 0.55
1851, 0.56
1852, 0.51
1853, 0.18
1854, 0.05
1855, 0.74
1856, 0.17
1857, 0.31
1858, 0.48
1859, 0.31
1860, 0.06
1861, 0.12
1862, 0.17
1863, 0.27
1864, 0.31
1865, 0.12
1866, 0.41
1867, 0.26
1868, 0.66
1869, 0.20
1870, 0.05
1871, 0.20
1872, 0.31
